time,Muttonpulao_02_fatty acids absorbed,Cholebhature_01_fatty acids absorbed,Curdrice_01_fatty acids absorbed,Lemonrice_01_fatty acids absorbed,Pasta_01_fatty acids absorbed,Masaladosa_01_fatty acids absorbed,Vegetable_Biryani_01_fatty acids absorbed,Rapid_starch_01_fatty acids absorbed,Chickenbreast_01_fatty acids absorbed,Rice_01_fatty acids absorbed,Eggwhite_01_fatty acids absorbed,Paneer_01_fatty acids absorbed,Milk_Chocolate_01_fatty acids absorbed,Peanuts_01_fatty acids absorbed,Curd_01_fatty acids absorbed,Glucose_01_fatty acids absorbed,Biscuit_01_fatty acids absorbed,Glucose_02_fatty acids absorbed,Bread_Meal_01_100_fatty acids absorbed,Chickensandwich_01_fatty acids absorbed,Ghee_01_fatty acids absorbed,Apple_Pineapplesalad_01_fatty acids absorbed,Spinach_01_fatty acids absorbed,Bread_meal_02_fatty acids absorbed,Orange_01_fatty acids absorbed,Omelette_01_fatty acids absorbed,Muttonpulao_01_fatty acids absorbed,Arabinose_01_fatty acids absorbed
28.01,0.00048,0.00042,0.00019,0.00029,6e-05,0.00045,0.00031,0.0,0.0,0.0,0.0,0.0006,0.0002,0.00022,2e-05,,0.0,1e-05,7e-05,0.00044,0.0,4e-05,0.0,7e-05,0,0.00034,0.00029,0
29.01,0.00045,0.00039,0.00019,0.00028,7e-05,0.00045,0.0003,0.0,0.0,0.0,0.0,0.00059,0.00021,0.00024,2e-05,,0.0,2e-05,7e-05,0.00044,0.0,4e-05,0.0,7e-05,0,0.00034,0.00028,0
30.01,0.00042,0.00037,0.00019,0.00027,7e-05,0.00045,0.00029,0.0,0.0,0.0,0.0,0.00058,0.00021,0.00025,2e-05,,0.0,5e-05,8e-05,0.00043,0.0,4e-05,0.0,8e-05,0,0.00034,0.00027,0
31.01,0.0004,0.00035,0.00018,0.00026,8e-05,0.00045,0.00028,0.0,0.0,0.0,0.0,0.00057,0.00022,0.00027,3e-05,,0.0,0.0001,9e-05,0.00043,0.0,4e-05,0.0,8e-05,0,0.00034,0.00026,0
32.01,0.00038,0.00034,0.00018,0.00025,8e-05,0.00045,0.00027,0.0,0.0,0.0,0.0,0.00057,0.00022,0.00028,3e-05,,0.0,0.00041,9e-05,0.00042,0.0,4e-05,0.0,9e-05,0,0.00034,0.00025,0
33.01,0.00037,0.00034,0.00018,0.00025,8e-05,0.00045,0.00027,0.0,0.0,0.0,0.0,0.00056,0.00022,0.00029,3e-05,,0.0,0.00062,0.0001,0.00042,0.0,4e-05,0.0,9e-05,0,0.00034,0.00025,0
34.01,0.00036,0.00033,0.00018,0.00025,9e-05,0.00045,0.00027,0.0,0.0,0.0,0.0,0.00057,0.00023,0.0003,3e-05,,0.0,0.00074,0.0001,0.00041,0.0,4e-05,0.0,9e-05,0,0.00034,0.00025,0
35.01,0.00036,0.00034,0.00018,0.00025,9e-05,0.00045,0.00027,0.0,0.0,0.0,0.0,0.00057,0.00023,0.00032,3e-05,,0.0,0.00081,0.00011,0.00041,0.0,4e-05,0.0,0.0001,0,0.00034,0.00025,0
36.01,0.00037,0.00034,0.00018,0.00025,9e-05,0.00045,0.00028,0.0,0.0,0.0,0.0,0.00058,0.00024,0.00033,3e-05,,0.0,0.00089,0.00011,0.00041,0.0,4e-05,0.0,0.0001,0,0.00034,0.00025,0
37.01,0.00038,0.00036,0.00018,0.00025,9e-05,0.00044,0.00029,0.0,0.0,0.0,0.0,0.00059,0.00024,0.00034,3e-05,,0.0,0.00098,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00025,0
38.01,0.00041,0.00038,0.00018,0.00026,9e-05,0.00044,0.0003,0.0,0.0,1e-05,0.0,0.0006,0.00024,0.00035,3e-05,,0.0,0.00108,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00026,0
39.01,0.00044,0.00041,0.00018,0.00026,9e-05,0.00044,0.00031,0.0,0.0,1e-05,0.0,0.00061,0.00025,0.00036,3e-05,,0.0,0.00118,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00026,0
40.01,0.00048,0.00044,0.00018,0.00026,9e-05,0.00043,0.00032,0.0,0.0,1e-05,0.0,0.00062,0.00025,0.00037,3e-05,,0.0,0.00128,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00026,0
41.01,0.0005,0.00046,0.00018,0.00026,9e-05,0.00043,0.00032,1e-05,0.0,1e-05,0.0,0.00062,0.00026,0.00038,3e-05,,0.0,0.00138,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00026,0
42.01,0.0005,0.00046,0.00018,0.00025,9e-05,0.00043,0.00031,0.00026,0.0,1e-05,0.0,0.00061,0.00026,0.00039,3e-05,,0.0,0.00148,0.00011,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00025,0
43.01,0.00047,0.00043,0.00018,0.00025,9e-05,0.00043,0.00029,0.00041,0.0,1e-05,0.0,0.0006,0.00026,0.00039,3e-05,,0.0,0.00159,0.0001,0.0004,0.0,4e-05,0.0,0.0001,0,0.00034,0.00025,0
44.01,0.00043,0.0004,0.00018,0.00024,9e-05,0.00043,0.00028,0.00048,0.0,1e-05,0.0,0.00059,0.00027,0.0004,3e-05,,0.0,0.00171,0.0001,0.0004,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
45.01,0.0004,0.00037,0.00018,0.00024,9e-05,0.00043,0.00028,0.00053,0.0,1e-05,0.0,0.00059,0.00027,0.00041,3e-05,,0.0,0.00184,0.0001,0.0004,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
46.01,0.00038,0.00035,0.00017,0.00024,9e-05,0.00043,0.00027,0.00059,0.0,1e-05,0.0,0.00058,0.00027,0.00042,3e-05,,0.0,0.002,0.0001,0.0004,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
47.01,0.00036,0.00034,0.00017,0.00024,9e-05,0.00043,0.00026,0.00066,0.0,1e-05,0.0,0.00057,0.00027,0.00042,3e-05,,0.0,0.00224,0.0001,0.0004,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
48.01,0.00035,0.00033,0.00017,0.00024,9e-05,0.00043,0.00026,0.00072,0.0,1e-05,0.0,0.00057,0.00028,0.00043,3e-05,,0.0,,9e-05,0.0004,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
49.01,0.00034,0.00033,0.00017,0.00024,9e-05,0.00043,0.00026,0.00092,0.0,1e-05,0.0,0.00057,0.00028,0.00044,3e-05,,0.0,,9e-05,0.00039,0.0,4e-05,1e-05,0.0001,0,0.00033,0.00024,0
50.01,0.00034,0.00032,0.00017,0.00024,9e-05,0.00043,0.00026,0.00101,0.0,1e-05,0.0,0.00057,0.00028,0.00044,4e-05,,0.0,,9e-05,0.00039,0.0,4e-05,1e-05,0.0001,0,0.00034,0.00024,0
51.01,0.00034,0.00033,0.00017,0.00024,9e-05,0.00043,0.00026,0.00106,0.0,1e-05,0.0,0.00057,0.00029,0.00045,4e-05,,0.0,,9e-05,0.00039,0.0,4e-05,1e-05,0.0001,0,0.00034,0.00024,0
52.01,0.00034,0.00033,0.00017,0.00024,9e-05,0.00043,0.00027,0.0011,0.0,1e-05,0.0,0.00058,0.00029,0.00045,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,0.0001,0,0.00034,0.00024,0
53.01,0.00035,0.00034,0.00018,0.00024,9e-05,0.00043,0.00027,0.00114,0.0,1e-05,0.0,0.00058,0.00029,0.00045,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,0.0001,0,0.00034,0.00024,0
54.01,0.00037,0.00036,0.00018,0.00024,9e-05,0.00043,0.00028,0.00118,0.0,1e-05,0.0,0.00059,0.00029,0.00046,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
55.01,0.0004,0.00038,0.00018,0.00024,9e-05,0.00043,0.00029,0.00122,0.0,1e-05,0.0,0.0006,0.0003,0.00046,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
56.01,0.00043,0.0004,0.00018,0.00025,9e-05,0.00042,0.00029,0.00125,0.0,1e-05,0.0,0.0006,0.0003,0.00046,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
57.01,0.00046,0.00043,0.00017,0.00025,9e-05,0.00042,0.0003,0.00129,0.0,1e-05,0.0,0.00061,0.0003,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
58.01,0.00047,0.00044,0.00017,0.00024,9e-05,0.00042,0.0003,0.00132,0.0,1e-05,0.0,0.00061,0.0003,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
59.01,0.00046,0.00042,0.00017,0.00024,9e-05,0.00041,0.00029,0.00135,0.0,1e-05,0.0,0.0006,0.0003,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
60.01,0.00043,0.0004,0.00017,0.00024,9e-05,0.00041,0.00028,0.00138,0.0,1e-05,0.0,0.00059,0.00031,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
61.01,0.0004,0.00037,0.00017,0.00024,9e-05,0.00041,0.00027,0.00141,0.0,1e-05,0.0,0.00059,0.00031,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
62.01,0.00038,0.00036,0.00017,0.00024,0.0001,0.00042,0.00027,0.00145,0.0,1e-05,0.0,0.00058,0.00031,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
63.01,0.00036,0.00035,0.00017,0.00024,0.0001,0.00042,0.00027,0.00148,0.0,1e-05,0.0,0.00058,0.00031,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
64.01,0.00035,0.00034,0.00017,0.00024,0.0001,0.00042,0.00026,0.00152,0.0,1e-05,0.0,0.00058,0.00031,0.00047,4e-05,,0.0,,9e-05,0.00038,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
65.01,0.00034,0.00033,0.00018,0.00024,0.0001,0.00042,0.00026,0.00156,0.0,1e-05,0.0,0.00057,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00033,0.00024,0
66.01,0.00034,0.00033,0.00018,0.00024,0.0001,0.00042,0.00027,0.0016,0.0,1e-05,0.0,0.00057,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
67.01,0.00034,0.00033,0.00018,0.00024,0.0001,0.00042,0.00027,0.00165,0.0,1e-05,0.0,0.00058,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
68.01,0.00035,0.00034,0.00018,0.00024,0.0001,0.00042,0.00027,0.00169,0.0,1e-05,0.0,0.00058,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
69.01,0.00035,0.00034,0.00018,0.00024,0.0001,0.00042,0.00027,0.00175,0.0,1e-05,0.0,0.00058,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
70.01,0.00037,0.00035,0.00018,0.00024,0.0001,0.00042,0.00028,0.00182,0.0,1e-05,0.0,0.00059,0.00032,0.00047,4e-05,,0.0,,9e-05,0.00037,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
71.01,0.00038,0.00037,0.00018,0.00024,0.0001,0.00042,0.00028,0.0019,0.0,1e-05,0.0,0.0006,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,0.0,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
72.01,0.0004,0.00039,0.00018,0.00024,0.0001,0.00042,0.00029,0.00202,,1e-05,,0.0006,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
73.01,0.00043,0.0004,0.00018,0.00024,0.0001,0.00041,0.00029,0.00218,,1e-05,,0.0006,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
74.01,0.00045,0.00042,0.00018,0.00024,0.0001,0.00041,0.00029,0.00243,,1e-05,,0.00061,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
75.01,0.00045,0.00042,0.00018,0.00024,0.0001,0.00041,0.00029,0.00269,,1e-05,,0.0006,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
76.01,0.00044,0.0004,0.00018,0.00024,0.0001,0.0004,0.00029,0.00293,,1e-05,,0.0006,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
77.01,0.00041,0.00039,0.00018,0.00024,0.0001,0.0004,0.00028,0.00319,,1e-05,,0.00059,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
78.01,0.00039,0.00037,0.00018,0.00024,0.0001,0.0004,0.00028,0.00347,,1e-05,,0.00059,0.00033,0.00047,4e-05,,0.0,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
79.01,0.00038,0.00036,0.00018,0.00024,0.0001,0.00041,0.00028,0.00371,,1e-05,,0.00059,0.00034,0.00047,4e-05,,1e-05,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
80.01,0.00037,0.00035,0.00018,0.00024,0.0001,0.00041,0.00028,0.00388,,1e-05,,0.00058,0.00034,0.00047,4e-05,,1e-05,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
81.01,0.00036,0.00035,0.00018,0.00024,0.0001,0.00041,0.00028,0.00397,,1e-05,,0.00058,0.00034,0.00047,4e-05,,0.0005,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
82.01,0.00035,0.00034,0.00018,0.00024,0.0001,0.00041,0.00028,0.00404,,1e-05,,0.00058,0.00034,0.00047,4e-05,,0.00055,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
83.01,0.00035,0.00034,0.00018,0.00024,0.0001,0.00041,0.00028,0.0041,,1e-05,,0.00058,0.00034,0.00047,4e-05,,0.001,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00024,0
84.01,0.00036,0.00035,0.00018,0.00025,0.0001,0.00041,0.00028,0.00415,,1e-05,,0.00059,0.00034,0.00047,4e-05,,0.00108,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
85.01,0.00036,0.00035,0.00018,0.00025,0.0001,0.00041,0.00028,0.00419,,1e-05,,0.00059,0.00034,0.00047,4e-05,,0.00112,,9e-05,0.00036,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
86.01,0.00037,0.00036,0.00018,0.00025,0.0001,0.00041,0.00028,0.00423,,1e-05,,0.00059,0.00034,0.00047,4e-05,,0.00115,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
87.01,0.00038,0.00037,0.00018,0.00025,0.0001,0.00041,0.00029,0.00427,,1e-05,,0.0006,0.00034,0.00047,4e-05,,0.00118,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
88.01,0.00039,0.00038,0.00018,0.00025,0.0001,0.00041,0.00029,0.0043,,1e-05,,0.0006,0.00034,0.00047,4e-05,,0.00122,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
89.01,0.00041,0.00039,0.00018,0.00025,0.0001,0.0004,0.00029,0.00434,,1e-05,,0.0006,0.00035,0.00047,4e-05,,0.00125,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
90.01,0.00043,0.0004,0.00018,0.00025,0.0001,0.0004,0.0003,0.00437,,1e-05,,0.00061,0.00035,0.00047,4e-05,,0.00128,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
91.01,0.00044,0.00041,0.00018,0.00025,0.0001,0.0004,0.0003,0.00441,,1e-05,,0.00061,0.00035,0.00047,4e-05,,0.00131,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
92.01,0.00044,0.0004,0.00018,0.00025,0.0001,0.00039,0.00029,0.00444,,1e-05,,0.0006,0.00035,0.00047,4e-05,,,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
93.01,0.00042,0.00039,0.00018,0.00025,0.0001,0.00039,0.00029,0.00447,,1e-05,,0.0006,0.00035,0.00047,4e-05,,,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
94.01,0.0004,0.00038,0.00018,0.00025,0.0001,0.00039,0.00029,0.0045,,1e-05,,0.0006,0.00035,0.00047,4e-05,,,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
95.01,0.00039,0.00037,0.00018,0.00025,0.0001,0.00039,0.00028,0.00453,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
96.01,0.00038,0.00036,0.00018,0.00025,0.0001,0.00039,0.00028,0.00456,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,9e-05,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
97.01,0.00037,0.00036,0.00018,0.00025,0.0001,0.00039,0.00028,0.00459,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
98.01,0.00037,0.00035,0.00018,0.00025,0.0001,0.00039,0.00028,0.00462,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
99.01,0.00036,0.00035,0.00019,0.00025,0.0001,0.00039,0.00028,0.00464,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
100.01,0.00036,0.00035,0.00019,0.00025,0.0001,0.00039,0.00028,0.00467,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
101.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00039,0.00029,0.00469,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
102.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00039,0.00029,0.00471,,1e-05,,0.00059,0.00035,0.00047,4e-05,,,,0.0001,0.00035,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
103.01,0.00038,0.00037,0.00019,0.00025,0.0001,0.00039,0.00029,0.00474,,1e-05,,0.0006,0.00035,0.00047,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00035,0.00025,0
104.01,0.00039,0.00037,0.00019,0.00025,0.0001,0.00039,0.00029,0.00475,,1e-05,,0.0006,0.00036,0.00047,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00035,0.00025,0
105.01,0.0004,0.00038,0.00019,0.00025,0.0001,0.00039,0.00029,0.00477,,1e-05,,0.00061,0.00036,0.00047,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00035,0.00025,0
